"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","Get courses","LMS service","Fri Oct 03 12:38:54 GMT 2025","passed","Fri Oct 03 12:38:54 GMT 2025","Get entities","Courses","",""
"","31","Create course","LMS service","Fri Oct 03 12:38:56 GMT 2025","passed","Fri Oct 03 12:38:56 GMT 2025","Create entity","Courses","",""
"","12","Get user me","LMS service","Fri Oct 03 12:39:04 GMT 2025","passed","Fri Oct 03 12:39:04 GMT 2025","Get entity","Users","",""
"","561","Create user","LMS service","Fri Oct 03 12:39:03 GMT 2025","passed","Fri Oct 03 12:39:03 GMT 2025","Create entity","Users","",""
"","20","Update exercise","LMS service","Fri Oct 03 12:38:57 GMT 2025","passed","Fri Oct 03 12:38:57 GMT 2025","Update entity","Exercises","",""
"","27","Create exercise","LMS service","Fri Oct 03 12:38:57 GMT 2025","passed","Fri Oct 03 12:38:57 GMT 2025","Create entity","Exercises","",""
"","266","Get file with incorrect id","LMS service","Fri Oct 03 12:39:03 GMT 2025","passed","Fri Oct 03 12:39:03 GMT 2025","Validate entity","Files","",""
"","27","Get exercises","LMS service","Fri Oct 03 12:38:59 GMT 2025","passed","Fri Oct 03 12:38:59 GMT 2025","Get entities","Exercises","",""
"","36","Create file","LMS service","Fri Oct 03 12:38:59 GMT 2025","passed","Fri Oct 03 12:38:59 GMT 2025","Create entity","Files","",""
"","32","Update course","LMS service","Fri Oct 03 12:38:56 GMT 2025","passed","Fri Oct 03 12:38:56 GMT 2025","Update entity","Courses","",""
"","32","Create file with empty filename","LMS service","Fri Oct 03 12:39:00 GMT 2025","passed","Fri Oct 03 12:39:00 GMT 2025","Validate entity","Files","",""
"","49","Get exercise","LMS service","Fri Oct 03 12:38:58 GMT 2025","passed","Fri Oct 03 12:38:58 GMT 2025","Get entity","Exercises","",""
"","21","Delete exercise","LMS service","Fri Oct 03 12:38:58 GMT 2025","passed","Fri Oct 03 12:38:58 GMT 2025","Delete entity","Exercises","",""
"","269","Create file with empty directory","LMS service","Fri Oct 03 12:39:01 GMT 2025","passed","Fri Oct 03 12:39:02 GMT 2025","Validate entity","Files","",""
"","24","Delete file","LMS service","Fri Oct 03 12:39:02 GMT 2025","passed","Fri Oct 03 12:39:02 GMT 2025","Delete entity","Files","",""
"","519","Create user","LMS service","Fri Oct 03 12:39:02 GMT 2025","passed","Fri Oct 03 12:39:03 GMT 2025","Create entity","Users","",""
"","553","Login with correct email and password","LMS service","Fri Oct 03 12:38:54 GMT 2025","passed","Fri Oct 03 12:38:54 GMT 2025","Login","Authentication","",""
"","510","Create user","LMS service","Fri Oct 03 12:39:02 GMT 2025","passed","Fri Oct 03 12:39:02 GMT 2025","Create entity","Users","",""
"","15","Get file","LMS service","Fri Oct 03 12:39:00 GMT 2025","passed","Fri Oct 03 12:39:01 GMT 2025","Get entity","Files","",""
