"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","Update exercise","LMS service","Fri Sep 26 10:28:06 UTC 2025","passed","Fri Sep 26 10:28:06 UTC 2025","Update entity","Exercises","",""
"","24","Get exercises","LMS service","Fri Sep 26 10:28:09 UTC 2025","passed","Fri Sep 26 10:28:09 UTC 2025","Get entities","Exercises","",""
"","36","Create file","LMS service","Fri Sep 26 10:28:09 UTC 2025","passed","Fri Sep 26 10:28:09 UTC 2025","Create entity","Files","",""
"","269","Create file with empty directory","LMS service","Fri Sep 26 10:28:11 UTC 2025","passed","Fri Sep 26 10:28:11 UTC 2025","Validate entity","Files","",""
"","557","Create user","LMS service","Fri Sep 26 10:28:12 UTC 2025","passed","Fri Sep 26 10:28:13 UTC 2025","Create entity","Users","",""
"","30","Get courses","LMS service","Fri Sep 26 10:28:04 UTC 2025","passed","Fri Sep 26 10:28:04 UTC 2025","Get entities","Courses","",""
"","508","Create user","LMS service","Fri Sep 26 10:28:11 UTC 2025","passed","Fri Sep 26 10:28:12 UTC 2025","Create entity","Users","",""
"","550","Login with correct email and password","LMS service","Fri Sep 26 10:28:03 UTC 2025","passed","Fri Sep 26 10:28:04 UTC 2025","Login","Authentication","",""
"","266","Get file with incorrect id","LMS service","Fri Sep 26 10:28:12 UTC 2025","passed","Fri Sep 26 10:28:12 UTC 2025","Validate entity","Files","",""
"","25","Delete file","LMS service","Fri Sep 26 10:28:11 UTC 2025","passed","Fri Sep 26 10:28:11 UTC 2025","Delete entity","Files","",""
"","34","Update course","LMS service","Fri Sep 26 10:28:05 UTC 2025","passed","Fri Sep 26 10:28:05 UTC 2025","Update entity","Courses","",""
"","27","Create course","LMS service","Fri Sep 26 10:28:05 UTC 2025","passed","Fri Sep 26 10:28:05 UTC 2025","Create entity","Courses","",""
"","30","Create file with empty filename","LMS service","Fri Sep 26 10:28:10 UTC 2025","passed","Fri Sep 26 10:28:10 UTC 2025","Validate entity","Files","",""
"","524","Create user","LMS service","Fri Sep 26 10:28:12 UTC 2025","passed","Fri Sep 26 10:28:12 UTC 2025","Create entity","Users","",""
"","12","Get user me","LMS service","Fri Sep 26 10:28:13 UTC 2025","passed","Fri Sep 26 10:28:13 UTC 2025","Get entity","Users","",""
"","16","Get file","LMS service","Fri Sep 26 10:28:10 UTC 2025","passed","Fri Sep 26 10:28:10 UTC 2025","Get entity","Files","",""
"","23","Create exercise","LMS service","Fri Sep 26 10:28:06 UTC 2025","passed","Fri Sep 26 10:28:06 UTC 2025","Create entity","Exercises","",""
"","20","Delete exercise","LMS service","Fri Sep 26 10:28:08 UTC 2025","passed","Fri Sep 26 10:28:08 UTC 2025","Delete entity","Exercises","",""
"","44","Get exercise","LMS service","Fri Sep 26 10:28:07 UTC 2025","passed","Fri Sep 26 10:28:07 UTC 2025","Get entity","Exercises","",""
