"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","Create file","LMS service","Fri Oct 03 12:34:26 GMT 2025","passed","Fri Oct 03 12:34:26 GMT 2025","Create entity","Files","",""
"","30","Update course","LMS service","Fri Oct 03 12:34:23 GMT 2025","passed","Fri Oct 03 12:34:23 GMT 2025","Update entity","Courses","",""
"","29","Create exercise","LMS service","Fri Oct 03 12:34:24 GMT 2025","passed","Fri Oct 03 12:34:24 GMT 2025","Create entity","Exercises","",""
"","22","Update exercise","LMS service","Fri Oct 03 12:34:24 GMT 2025","passed","Fri Oct 03 12:34:24 GMT 2025","Update entity","Exercises","",""
"","22","Delete exercise","LMS service","Fri Oct 03 12:34:25 GMT 2025","passed","Fri Oct 03 12:34:25 GMT 2025","Delete entity","Exercises","",""
"","501","Create user","LMS service","Fri Oct 03 12:34:29 GMT 2025","passed","Fri Oct 03 12:34:29 GMT 2025","Create entity","Users","",""
"","562","Create user","LMS service","Fri Oct 03 12:34:30 GMT 2025","passed","Fri Oct 03 12:34:30 GMT 2025","Create entity","Users","",""
"","15","Get file","LMS service","Fri Oct 03 12:34:27 GMT 2025","passed","Fri Oct 03 12:34:27 GMT 2025","Get entity","Files","",""
"","12","Get user me","LMS service","Fri Oct 03 12:34:31 GMT 2025","passed","Fri Oct 03 12:34:31 GMT 2025","Get entity","Users","",""
"","553","Login with correct email and password","LMS service","Fri Oct 03 12:34:21 GMT 2025","passed","Fri Oct 03 12:34:21 GMT 2025","Login","Authentication","",""
"","29","Get exercises","LMS service","Fri Oct 03 12:34:26 GMT 2025","passed","Fri Oct 03 12:34:26 GMT 2025","Get entities","Exercises","",""
"","29","Create course","LMS service","Fri Oct 03 12:34:23 GMT 2025","passed","Fri Oct 03 12:34:23 GMT 2025","Create entity","Courses","",""
"","267","Create file with empty filename","LMS service","Fri Oct 03 12:34:27 GMT 2025","passed","Fri Oct 03 12:34:27 GMT 2025","Validate entity","Files","",""
"","266","Create file with empty directory","LMS service","Fri Oct 03 12:34:28 GMT 2025","passed","Fri Oct 03 12:34:29 GMT 2025","Validate entity","Files","",""
"","265","Get file with incorrect id","LMS service","Fri Oct 03 12:34:29 GMT 2025","passed","Fri Oct 03 12:34:30 GMT 2025","Validate entity","Files","",""
"","26","Delete file","LMS service","Fri Oct 03 12:34:29 GMT 2025","passed","Fri Oct 03 12:34:29 GMT 2025","Delete entity","Files","",""
"","531","Create user","LMS service","Fri Oct 03 12:34:29 GMT 2025","passed","Fri Oct 03 12:34:30 GMT 2025","Create entity","Users","",""
"","33","Get courses","LMS service","Fri Oct 03 12:34:21 GMT 2025","passed","Fri Oct 03 12:34:21 GMT 2025","Get entities","Courses","",""
"","52","Get exercise","LMS service","Fri Oct 03 12:34:25 GMT 2025","passed","Fri Oct 03 12:34:25 GMT 2025","Get entity","Exercises","",""
