"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","Get file with incorrect id","LMS service","Mon Oct 06 11:38:00 GMT 2025","passed","Mon Oct 06 11:38:00 GMT 2025","Validate entity","Files","",""
"","29","Delete file","LMS service","Mon Oct 06 11:38:00 GMT 2025","passed","Mon Oct 06 11:38:00 GMT 2025","Delete entity","Files","",""
"","260","Create file","LMS service","Mon Oct 06 11:37:57 GMT 2025","passed","Mon Oct 06 11:37:57 GMT 2025","Create entity","Files","",""
"","290","Create user","LMS service","Mon Oct 06 11:38:00 GMT 2025","passed","Mon Oct 06 11:38:00 GMT 2025","Create entity","Users","",""
"","555","Create user","LMS service","Mon Oct 06 11:38:00 GMT 2025","passed","Mon Oct 06 11:38:00 GMT 2025","Create entity","Users","",""
"","25","Create exercise","LMS service","Mon Oct 06 11:37:54 GMT 2025","passed","Mon Oct 06 11:37:54 GMT 2025","Create entity","Exercises","",""
"","297","Get courses","LMS service","Mon Oct 06 11:37:52 GMT 2025","passed","Mon Oct 06 11:37:52 GMT 2025","Get entities","Courses","",""
"","17","Get file","LMS service","Mon Oct 06 11:37:57 GMT 2025","passed","Mon Oct 06 11:37:57 GMT 2025","Get entity","Files","",""
"","35","Delete exercise","LMS service","Mon Oct 06 11:37:56 GMT 2025","passed","Mon Oct 06 11:37:56 GMT 2025","Delete entity","Exercises","",""
"","19","Get exercises","LMS service","Mon Oct 06 11:37:56 GMT 2025","passed","Mon Oct 06 11:37:56 GMT 2025","Get entities","Exercises","",""
"","41","Update course","LMS service","Mon Oct 06 11:37:53 GMT 2025","passed","Mon Oct 06 11:37:54 GMT 2025","Update entity","Courses","",""
"","24","Get exercise","LMS service","Mon Oct 06 11:37:55 GMT 2025","passed","Mon Oct 06 11:37:55 GMT 2025","Get entity","Exercises","",""
"","37","Create file with empty directory","LMS service","Mon Oct 06 11:37:58 GMT 2025","passed","Mon Oct 06 11:37:58 GMT 2025","Validate entity","Files","",""
"","526","Create user","LMS service","Mon Oct 06 11:38:00 GMT 2025","passed","Mon Oct 06 11:38:00 GMT 2025","Create entity","Users","",""
"","265","Create file with empty filename","LMS service","Mon Oct 06 11:37:58 GMT 2025","passed","Mon Oct 06 11:37:58 GMT 2025","Validate entity","Files","",""
"","32","Create course","LMS service","Mon Oct 06 11:37:52 GMT 2025","passed","Mon Oct 06 11:37:52 GMT 2025","Create entity","Courses","",""
"","286","Login with correct email and password","LMS service","Mon Oct 06 11:37:51 GMT 2025","passed","Mon Oct 06 11:37:51 GMT 2025","Login","Authentication","",""
"","30","Update exercise","LMS service","Mon Oct 06 11:37:55 GMT 2025","passed","Mon Oct 06 11:37:55 GMT 2025","Update entity","Exercises","",""
"","18","Get user me","LMS service","Mon Oct 06 11:38:01 GMT 2025","passed","Mon Oct 06 11:38:01 GMT 2025","Get entity","Users","",""
