"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Create file with empty filename","LMS service","Tue Oct 07 09:37:19 GMT 2025","passed","Tue Oct 07 09:37:19 GMT 2025","Validate entity","Files","",""
"","53","Get exercise","LMS service","Tue Oct 07 09:37:17 GMT 2025","passed","Tue Oct 07 09:37:17 GMT 2025","Get entity","Exercises","",""
"","12","Get user me","LMS service","Tue Oct 07 09:37:22 GMT 2025","passed","Tue Oct 07 09:37:22 GMT 2025","Get entity","Users","",""
"","523","Create user","LMS service","Tue Oct 07 09:37:20 GMT 2025","passed","Tue Oct 07 09:37:21 GMT 2025","Create entity","Users","",""
"","519","Create user","LMS service","Tue Oct 07 09:37:21 GMT 2025","passed","Tue Oct 07 09:37:22 GMT 2025","Create entity","Users","",""
"","23","Delete file","LMS service","Tue Oct 07 09:37:20 GMT 2025","passed","Tue Oct 07 09:37:20 GMT 2025","Delete entity","Files","",""
"","558","Create user","LMS service","Tue Oct 07 09:37:22 GMT 2025","passed","Tue Oct 07 09:37:22 GMT 2025","Create entity","Users","",""
"","32","Create file","LMS service","Tue Oct 07 09:37:18 GMT 2025","passed","Tue Oct 07 09:37:18 GMT 2025","Create entity","Files","",""
"","31","Create course","LMS service","Tue Oct 07 09:37:14 GMT 2025","passed","Tue Oct 07 09:37:14 GMT 2025","Create entity","Courses","",""
"","24","Update exercise","LMS service","Tue Oct 07 09:37:16 GMT 2025","passed","Tue Oct 07 09:37:16 GMT 2025","Update entity","Exercises","",""
"","31","Get courses","LMS service","Tue Oct 07 09:37:13 GMT 2025","passed","Tue Oct 07 09:37:13 GMT 2025","Get entities","Courses","",""
"","264","Get file with incorrect id","LMS service","Tue Oct 07 09:37:21 GMT 2025","passed","Tue Oct 07 09:37:22 GMT 2025","Validate entity","Files","",""
"","553","Login with correct email and password","LMS service","Tue Oct 07 09:37:13 GMT 2025","passed","Tue Oct 07 09:37:13 GMT 2025","Login","Authentication","",""
"","31","Update course","LMS service","Tue Oct 07 09:37:14 GMT 2025","passed","Tue Oct 07 09:37:14 GMT 2025","Update entity","Courses","",""
"","25","Create exercise","LMS service","Tue Oct 07 09:37:16 GMT 2025","passed","Tue Oct 07 09:37:16 GMT 2025","Create entity","Exercises","",""
"","273","Create file with empty directory","LMS service","Tue Oct 07 09:37:20 GMT 2025","passed","Tue Oct 07 09:37:20 GMT 2025","Validate entity","Files","",""
"","24","Get exercises","LMS service","Tue Oct 07 09:37:18 GMT 2025","passed","Tue Oct 07 09:37:18 GMT 2025","Get entities","Exercises","",""
"","18","Get file","LMS service","Tue Oct 07 09:37:19 GMT 2025","passed","Tue Oct 07 09:37:19 GMT 2025","Get entity","Files","",""
"","20","Delete exercise","LMS service","Tue Oct 07 09:37:17 GMT 2025","passed","Tue Oct 07 09:37:17 GMT 2025","Delete entity","Exercises","",""
